"COUNTRY_AREA_TERRITORY","MMWR_WEEKSTARTDATE","ILI_CASE","ILI_OUTPATIENTS","SARI_CASE","SARI_INPATIENTS","ili_1000","sari_100","MMWR_WEEK"
"All Country",2022-04-17,56,56,254,254,100,100,16
"Bangladesh",2022-04-24,0,0,0,0,0,0,17
"Bhutan",2022-04-24,0,0,0,0,0,0,17
"DPR Korea",2022-04-24,0,0,0,0,0,0,17
"Maldives",2022-04-24,0,0,0,0,0,0,17
"Nepal",2022-04-24,47,0,222,0,0,0,17
"Sri Lanka",2022-04-24,0,0,0,0,0,0,17
"Thailand",2022-04-24,0,0,0,0,0,0,17
"Timor-Leste",2022-04-24,27,27,305,305,100,100,17
"All Country",2022-04-24,74,27,527,305,274.07,172.79,17
"Bangladesh",2022-05-01,0,0,0,0,0,0,18
"Bhutan",2022-05-01,0,0,0,0,0,0,18
"DPR Korea",2022-05-01,0,0,0,0,0,0,18
"Maldives",2022-05-01,0,0,0,0,0,0,18
"Nepal",2022-05-01,41,0,190,0,0,0,18
"Sri Lanka",2022-05-01,3960,89473,315,3462,4.43,9.1,18
"Thailand",2022-05-01,0,0,0,0,0,0,18
"Timor-Leste",2022-05-01,0,0,0,0,0,0,18
"All Country",2022-05-01,4001,89473,505,3462,4.47,14.59,18
"Bangladesh",2022-05-08,0,0,0,0,0,0,19
"Bhutan",2022-05-08,0,0,0,0,0,0,19
"DPR Korea",2022-05-08,0,0,0,0,0,0,19
"Maldives",2022-05-08,0,0,0,0,0,0,19
"Nepal",2022-05-08,0,0,0,0,0,0,19
"Sri Lanka",2022-05-08,0,0,0,0,0,0,19
"Thailand",2022-05-08,0,0,0,0,0,0,19
"Timor-Leste",2022-05-08,76,76,301,301,100,100,19
"All Country",2022-05-08,76,76,301,301,100,100,19
"Bangladesh",2022-05-15,0,0,0,0,0,0,20
"Bhutan",2022-05-15,0,0,0,0,0,0,20
"DPR Korea",2022-05-15,0,0,0,0,0,0,20
"Maldives",2022-05-15,0,0,0,0,0,0,20
"Nepal",2022-05-15,52,0,185,0,0,0,20
"Sri Lanka",2022-05-15,0,0,0,0,0,0,20
"Thailand",2022-05-15,0,0,0,0,0,0,20
"Timor-Leste",2022-05-15,0,0,0,0,0,0,20
"All Country",2022-05-15,52,0,185,0,0,0,20
"Bangladesh",2022-05-22,0,0,0,0,0,0,21
"Bhutan",2022-05-22,14,3456,10,655,0.41,1.53,21
"DPR Korea",2022-05-22,0,0,0,0,0,0,21
"Maldives",2022-05-22,0,0,0,0,0,0,21
"Nepal",2022-05-22,0,0,0,0,0,0,21
"Sri Lanka",2022-05-22,0,0,0,0,0,0,21
"Thailand",2022-05-22,0,0,0,0,0,0,21
"Timor-Leste",2022-05-22,31,31,252,252,100,100,21
"All Country",2022-05-22,45,3487,262,907,1.29,28.89,21
"Bangladesh",2022-05-29,88,0,223,20341,0,1.1,22
"Bhutan",2022-05-29,0,0,0,0,0,0,22
"DPR Korea",2022-05-29,0,0,0,0,0,0,22
"Maldives",2022-05-29,0,0,0,0,0,0,22
"Nepal",2022-05-29,0,0,0,0,0,0,22
"Sri Lanka",2022-05-29,0,0,0,0,0,0,22
"Thailand",2022-05-29,0,0,0,0,0,0,22
"Timor-Leste",2022-05-29,0,0,0,0,0,0,22
"All Country",2022-05-29,88,0,223,20341,0,1.1,22
"Bangladesh",2022-06-05,82,0,214,19540,0,1.1,23
"Bhutan",2022-06-05,0,0,0,0,0,0,23
"DPR Korea",2022-06-05,0,0,0,0,0,0,23
"Maldives",2022-06-05,0,0,0,0,0,0,23
"Nepal",2022-06-05,19,0,215,0,0,0,23
"Sri Lanka",2022-06-05,7997,145487,602,8669,5.5,6.94,23
"Thailand",2022-06-05,0,0,0,0,0,0,23
"Timor-Leste",2022-06-05,0,0,0,0,0,0,23
"All Country",2022-06-05,8098,145487,1031,28209,5.57,3.65,23
"Bangladesh",2022-06-12,0,0,0,0,0,0,24
"Bhutan",2022-06-12,0,0,0,0,0,0,24
"DPR Korea",2022-06-12,0,0,0,0,0,0,24
"Maldives",2022-06-12,0,0,0,0,0,0,24
"Nepal",2022-06-12,0,0,0,0,0,0,24
"Sri Lanka",2022-06-12,0,0,0,0,0,0,24
"Thailand",2022-06-12,0,0,0,0,0,0,24
"Timor-Leste",2022-06-12,0,0,0,0,0,0,24
"All Country",2022-06-12,0,0,0,0,0,0,24
"Bangladesh",2022-06-19,0,0,0,0,0,0,25
"Bhutan",2022-06-19,0,0,0,0,0,0,25
"DPR Korea",2022-06-19,0,0,0,0,0,0,25
"Maldives",2022-06-19,0,0,0,0,0,0,25
"Nepal",2022-06-19,50,0,257,0,0,0,25
"Sri Lanka",2022-06-19,0,0,0,0,0,0,25
"Thailand",2022-06-19,0,0,0,0,0,0,25
"Timor-Leste",2022-06-19,34,34,218,218,100,100,25
"All Country",2022-06-19,84,34,475,218,247.06,217.89,25
"Bangladesh",2022-06-26,0,0,0,0,0,0,26
"Bhutan",2022-06-26,0,0,0,0,0,0,26
"DPR Korea",2022-06-26,0,0,0,0,0,0,26
"Maldives",2022-06-26,0,0,0,0,0,0,26
"Nepal",2022-06-26,0,0,0,0,0,0,26
"Sri Lanka",2022-06-26,0,0,0,0,0,0,26
"Thailand",2022-06-26,0,0,0,0,0,0,26
"Timor-Leste",2022-06-26,27,27,236,236,100,100,26
"All Country",2022-06-26,27,27,236,236,100,100,26
"Bangladesh",2022-07-03,0,0,0,0,0,0,27
"Bhutan",2022-07-03,0,0,0,0,0,0,27
"DPR Korea",2022-07-03,0,0,0,0,0,0,27
"Maldives",2022-07-03,0,0,0,0,0,0,27
"Nepal",2022-07-03,0,0,0,0,0,0,27
"Sri Lanka",2022-07-03,0,0,0,0,0,0,27
"Thailand",2022-07-03,0,0,0,0,0,0,27
"Timor-Leste",2022-07-03,0,0,0,0,0,0,27
"All Country",2022-07-03,0,0,0,0,0,0,27
"Bangladesh",2022-07-10,0,0,0,0,0,0,28
"Bhutan",2022-07-10,95,5828,16,933,1.63,1.71,28
"DPR Korea",2022-07-10,0,0,0,0,0,0,28
"Maldives",2022-07-10,0,0,0,0,0,0,28
"Nepal",2022-07-10,0,0,0,0,0,0,28
"Sri Lanka",2022-07-10,0,0,0,0,0,0,28
"Thailand",2022-07-10,0,0,0,0,0,0,28
"Timor-Leste",2022-07-10,0,0,0,0,0,0,28
"All Country",2022-07-10,95,5828,16,933,1.63,1.71,28
"Bangladesh",2022-07-17,126,0,323,22983,0,1.41,29
"Bhutan",2022-07-17,0,0,0,0,0,0,29
"DPR Korea",2022-07-17,0,0,0,0,0,0,29
"Maldives",2022-07-17,0,0,0,0,0,0,29
"Nepal",2022-07-17,61,0,298,0,0,0,29
"Sri Lanka",2022-07-17,0,0,0,0,0,0,29
"Thailand",2022-07-17,0,0,0,0,0,0,29
"Timor-Leste",2022-07-17,0,0,0,0,0,0,29
"All Country",2022-07-17,187,0,621,22983,0,2.7,29
"Bangladesh",2022-07-24,0,0,0,0,0,0,30
"Bhutan",2022-07-24,87,5921,19,801,1.47,2.37,30
"DPR Korea",2022-07-24,0,0,0,0,0,0,30
"Maldives",2022-07-24,0,0,0,0,0,0,30
"Nepal",2022-07-24,97,0,310,0,0,0,30
"Sri Lanka",2022-07-24,0,0,0,0,0,0,30
"Thailand",2022-07-24,0,0,0,0,0,0,30
"Timor-Leste",2022-07-24,19,19,2,2,100,100,30
"All Country",2022-07-24,203,5940,331,803,3.42,41.22,30
"Bangladesh",2022-07-31,0,0,0,0,0,0,31
"Bhutan",2022-07-31,0,0,0,0,0,0,31
"DPR Korea",2022-07-31,0,0,0,0,0,0,31
"Maldives",2022-07-31,0,0,0,0,0,0,31
"Nepal",2022-07-31,0,0,0,0,0,0,31
"Sri Lanka",2022-07-31,7614,148463,284,7438,5.13,3.82,31
"Thailand",2022-07-31,0,0,0,0,0,0,31
"Timor-Leste",2022-07-31,0,0,0,0,0,0,31
"All Country",2022-07-31,7614,148463,284,7438,5.13,3.82,31
"Bangladesh",2022-08-07,0,0,0,0,0,0,32
"Bhutan",2022-08-07,86,5470,17,928,1.57,1.83,32
"DPR Korea",2022-08-07,0,0,0,0,0,0,32
"Maldives",2022-08-07,0,0,0,0,0,0,32
"Nepal",2022-08-07,87,0,317,0,0,0,32
"Sri Lanka",2022-08-07,0,0,0,0,0,0,32
"Thailand",2022-08-07,0,0,0,0,0,0,32
"Timor-Leste",2022-08-07,90,90,215,215,100,100,32
"All Country",2022-08-07,263,5560,549,1143,4.73,48.03,32
"Bangladesh",2022-08-14,0,0,0,0,0,0,33
"Bhutan",2022-08-14,78,5921,25,927,1.32,2.7,33
"DPR Korea",2022-08-14,0,0,0,0,0,0,33
"Maldives",2022-08-14,0,0,0,0,0,0,33
"Nepal",2022-08-14,55,0,304,0,0,0,33
"Sri Lanka",2022-08-14,0,0,0,0,0,0,33
"Thailand",2022-08-14,0,0,0,0,0,0,33
"Timor-Leste",2022-08-14,66,66,284,284,100,100,33
"All Country",2022-08-14,199,5987,613,1211,3.32,50.62,33
"Bangladesh",2022-08-21,0,0,0,0,0,0,34
"Bhutan",2022-08-21,0,0,0,0,0,0,34
"DPR Korea",2022-08-21,0,0,0,0,0,0,34
"Maldives",2022-08-21,0,0,0,0,0,0,34
"Nepal",2022-08-21,0,0,0,0,0,0,34
"Sri Lanka",2022-08-21,0,0,0,0,0,0,34
"Thailand",2022-08-21,0,0,0,0,0,0,34
"Timor-Leste",2022-08-21,104,104,217,217,100,100,34
"All Country",2022-08-21,104,104,217,217,100,100,34
"Bangladesh",2022-08-28,96,0,245,20933,0,1.17,35
"Bhutan",2022-08-28,0,0,0,0,0,0,35
"DPR Korea",2022-08-28,0,0,0,0,0,0,35
"Maldives",2022-08-28,0,0,0,0,0,0,35
"Nepal",2022-08-28,33,0,254,0,0,0,35
"Sri Lanka",2022-08-28,0,0,0,0,0,0,35
"Thailand",2022-08-28,0,0,0,0,0,0,35
"Timor-Leste",2022-08-28,0,0,0,0,0,0,35
"All Country",2022-08-28,129,0,499,20933,0,2.38,35
"Bangladesh",2022-09-04,99,0,218,21034,0,1.04,36
"Bhutan",2022-09-04,0,0,0,0,0,0,36
"DPR Korea",2022-09-04,0,0,0,0,0,0,36
"Maldives",2022-09-04,0,0,0,0,0,0,36
"Nepal",2022-09-04,0,0,0,0,0,0,36
"Sri Lanka",2022-09-04,13207,223135,282,13682,5.92,2.06,36
"Thailand",2022-09-04,0,0,0,0,0,0,36
"Timor-Leste",2022-09-04,62,62,296,296,100,100,36
"All Country",2022-09-04,13368,223197,796,35012,5.99,2.27,36
"Bangladesh",2022-09-11,102,0,237,20222,0,1.17,37
"Bhutan",2022-09-11,85,4553,19,967,1.87,1.96,37
"DPR Korea",2022-09-11,0,0,0,0,0,0,37
"Maldives",2022-09-11,0,0,0,0,0,0,37
"Nepal",2022-09-11,38,0,254,0,0,0,37
"Sri Lanka",2022-09-11,0,0,0,0,0,0,37
"Thailand",2022-09-11,0,0,0,0,0,0,37
"Timor-Leste",2022-09-11,89,89,261,261,100,100,37
"All Country",2022-09-11,314,4642,771,21450,6.76,3.59,37
"Bangladesh",2022-09-18,105,0,219,22042,0,0.99,38
"Bhutan",2022-09-18,0,0,0,0,0,0,38
"DPR Korea",2022-09-18,0,0,0,0,0,0,38
"Maldives",2022-09-18,0,0,0,0,0,0,38
"Nepal",2022-09-18,12,0,220,0,0,0,38
"Sri Lanka",2022-09-18,0,0,0,0,0,0,38
"Thailand",2022-09-18,0,0,0,0,0,0,38
"Timor-Leste",2022-09-18,0,0,0,0,0,0,38
"All Country",2022-09-18,117,0,439,22042,0,1.99,38
"Bangladesh",2022-09-25,111,0,189,22083,0,0.86,39
"Bhutan",2022-09-25,222,7749,32,1008,2.86,3.17,39
"DPR Korea",2022-09-25,0,0,0,0,0,0,39
"Maldives",2022-09-25,0,0,0,0,0,0,39
"Nepal",2022-09-25,16,0,277,0,0,0,39
"Sri Lanka",2022-09-25,0,0,0,0,0,0,39
"Thailand",2022-09-25,0,0,0,0,0,0,39
"Timor-Leste",2022-09-25,24,24,5,5,100,100,39
"All Country",2022-09-25,373,7773,503,23096,4.8,2.18,39
"Bangladesh",2022-10-02,0,0,0,0,0,0,40
"Bhutan",2022-10-02,236,11968,15,901,1.97,1.66,40
"DPR Korea",2022-10-02,59,19377,6,6,0.3,100,40
"Maldives",2022-10-02,0,0,0,0,0,0,40
"Nepal",2022-10-02,13,0,171,0,0,0,40
"Sri Lanka",2022-10-02,12518,193343,142,6069,6.47,2.34,40
"Thailand",2022-10-02,0,0,0,0,0,0,40
"Timor-Leste",2022-10-02,0,0,0,0,0,0,40
"All Country",2022-10-02,12826,224688,334,6976,5.71,4.79,40
"Bangladesh",2022-10-09,132,0,274,23227,0,1.18,41
"Bhutan",2022-10-09,310,11244,33,741,2.76,4.45,41
"DPR Korea",2022-10-09,0,0,0,0,0,0,41
"Maldives",2022-10-09,0,0,0,0,0,0,41
"Nepal",2022-10-09,0,0,0,0,0,0,41
"Sri Lanka",2022-10-09,0,0,0,0,0,0,41
"Thailand",2022-10-09,0,0,0,0,0,0,41
"Timor-Leste",2022-10-09,0,0,0,0,0,0,41
"All Country",2022-10-09,442,11244,307,23968,3.93,1.28,41
"Bangladesh",2022-10-16,0,0,0,0,0,0,42
"Bhutan",2022-10-16,0,0,0,0,0,0,42
"DPR Korea",2022-10-16,0,0,0,0,0,0,42
"Maldives",2022-10-16,0,0,0,0,0,0,42
"Nepal",2022-10-16,11,0,238,0,0,0,42
"Sri Lanka",2022-10-16,0,0,0,0,0,0,42
"Thailand",2022-10-16,0,0,0,0,0,0,42
"Timor-Leste",2022-10-16,0,0,0,0,0,0,42
"All Country",2022-10-16,11,0,238,0,0,0,42
"Bangladesh",2022-10-23,0,0,0,0,0,0,43
"Bhutan",2022-10-23,0,0,0,0,0,0,43
"DPR Korea",2022-10-23,0,0,0,0,0,0,43
"Maldives",2022-10-23,0,0,0,0,0,0,43
"Nepal",2022-10-23,0,0,0,0,0,0,43
"Sri Lanka",2022-10-23,0,0,0,0,0,0,43
"Thailand",2022-10-23,0,0,0,0,0,0,43
"Timor-Leste",2022-10-23,0,0,0,0,0,0,43
"All Country",2022-10-23,0,0,0,0,0,0,43
"Bangladesh",2022-10-30,0,0,0,0,0,0,44
"Bhutan",2022-10-30,0,0,0,0,0,0,44
"DPR Korea",2022-10-30,0,0,0,0,0,0,44
"Maldives",2022-10-30,0,0,0,0,0,0,44
"Nepal",2022-10-30,0,0,0,0,0,0,44
"Sri Lanka",2022-10-30,0,0,0,0,0,0,44
"Thailand",2022-10-30,0,0,0,0,0,0,44
"Timor-Leste",2022-10-30,0,0,0,0,0,0,44
"All Country",2022-10-30,0,0,0,0,0,0,44
"Bangladesh",2022-11-06,0,0,0,0,0,0,45
"Bhutan",2022-11-06,0,0,0,0,0,0,45
"DPR Korea",2022-11-06,0,0,0,0,0,0,45
"Maldives",2022-11-06,0,0,0,0,0,0,45
"Nepal",2022-11-06,0,0,0,0,0,0,45
"Sri Lanka",2022-11-06,17406,238542,144,6476,7.3,2.22,45
"Thailand",2022-11-06,0,0,0,0,0,0,45
"Timor-Leste",2022-11-06,0,0,0,0,0,0,45
"All Country",2022-11-06,17406,238542,144,6476,7.3,2.22,45
"Bangladesh",2022-11-13,119,9076,257,22133,1.31,1.16,46
"Bhutan",2022-11-13,0,0,0,0,0,0,46
"DPR Korea",2022-11-13,0,0,0,0,0,0,46
"Maldives",2022-11-13,0,0,0,0,0,0,46
"Nepal",2022-11-13,49,0,257,0,0,0,46
"Sri Lanka",2022-11-13,0,0,0,0,0,0,46
"Thailand",2022-11-13,0,0,0,0,0,0,46
"Timor-Leste",2022-11-13,19,0,145,0,0,0,46
"All Country",2022-11-13,187,9076,659,22133,2.06,2.98,46
"Bangladesh",2022-11-20,0,0,0,0,0,0,47
"Bhutan",2022-11-20,0,0,0,0,0,0,47
"DPR Korea",2022-11-20,0,0,0,0,0,0,47
"Maldives",2022-11-20,0,0,0,0,0,0,47
"Nepal",2022-11-20,0,0,0,0,0,0,47
"Sri Lanka",2022-11-20,0,0,0,0,0,0,47
"Thailand",2022-11-20,0,0,0,0,0,0,47
"Timor-Leste",2022-11-20,0,0,0,0,0,0,47
"All Country",2022-11-20,0,0,0,0,0,0,47
"Bangladesh",2022-11-27,0,0,0,0,0,0,48
"Bhutan",2022-11-27,146,6632,8,529,2.2,1.51,48
"DPR Korea",2022-11-27,0,0,0,0,0,0,48
"Maldives",2022-11-27,0,0,0,0,0,0,48
"Nepal",2022-11-27,0,0,0,0,0,0,48
"Sri Lanka",2022-11-27,0,0,0,0,0,0,48
"Thailand",2022-11-27,0,0,0,0,0,0,48
"Timor-Leste",2022-11-27,0,0,0,0,0,0,48
"All Country",2022-11-27,146,6632,8,529,2.2,1.51,48
"Bangladesh",2022-12-04,0,0,0,0,0,0,49
"Bhutan",2022-12-04,0,0,0,0,0,0,49
"DPR Korea",2022-12-04,0,0,0,0,0,0,49
"Maldives",2022-12-04,0,0,0,0,0,0,49
"Nepal",2022-12-04,64,0,276,0,0,0,49
"Sri Lanka",2022-12-04,21099,299534,429,11653,7.04,3.68,49
"Thailand",2022-12-04,0,0,0,0,0,0,49
"Timor-Leste",2022-12-04,30,0,109,0,0,0,49
"All Country",2022-12-04,21193,299534,814,11653,7.08,6.99,49
"Bangladesh",2022-12-11,0,0,0,0,0,0,50
"Bhutan",2022-12-11,64,5541,18,348,1.16,5.17,50
"DPR Korea",2022-12-11,0,0,0,0,0,0,50
"Maldives",2022-12-11,0,0,0,0,0,0,50
"Nepal",2022-12-11,0,0,0,0,0,0,50
"Sri Lanka",2022-12-11,0,0,0,0,0,0,50
"Thailand",2022-12-11,0,0,0,0,0,0,50
"Timor-Leste",2022-12-11,46,0,241,0,0,0,50
"All Country",2022-12-11,110,5541,259,348,1.99,74.43,50
"Bangladesh",2022-12-18,0,0,0,0,0,0,51
"Bhutan",2022-12-18,0,0,0,0,0,0,51
"DPR Korea",2022-12-18,0,0,0,0,0,0,51
"Maldives",2022-12-18,0,0,0,0,0,0,51
"Nepal",2022-12-18,0,0,0,0,0,0,51
"Sri Lanka",2022-12-18,0,0,0,0,0,0,51
"Thailand",2022-12-18,0,0,0,0,0,0,51
"Timor-Leste",2022-12-18,0,0,0,0,0,0,51
"All Country",2022-12-18,0,0,0,0,0,0,51
"Bangladesh",2022-12-25,0,0,0,0,0,0,52
"Bhutan",2022-12-25,0,0,0,0,0,0,52
"DPR Korea",2022-12-25,0,0,0,0,0,0,52
"Maldives",2022-12-25,0,0,0,0,0,0,52
"Nepal",2022-12-25,53,0,340,0,0,0,52
"Sri Lanka",2022-12-25,0,0,0,0,0,0,52
"Thailand",2022-12-25,0,0,0,0,0,0,52
"Timor-Leste",2022-12-25,0,0,0,0,0,0,52
"All Country",2022-12-25,53,0,340,0,0,0,52
"Bangladesh",2023-01-01,0,0,0,0,0,0,1
"Bhutan",2023-01-01,0,0,0,0,0,0,1
"DPR Korea",2023-01-01,209,29372,26,26,0.71,100,1
"Maldives",2023-01-01,0,0,3,0,0,0,1
"Nepal",2023-01-01,0,0,0,0,0,0,1
"Sri Lanka",2023-01-01,16579,232323,1387,15028,7.14,9.23,1
"Thailand",2023-01-01,0,0,0,0,0,0,1
"Timor-Leste",2023-01-01,0,0,0,0,0,0,1
"All Country",2023-01-01,16788,261695,1416,15054,6.42,9.41,1
"Bangladesh",2023-01-08,0,0,0,0,0,0,2
"Bhutan",2023-01-08,114,5806,14,251,1.96,5.58,2
"DPR Korea",2023-01-08,0,0,0,0,0,0,2
"Maldives",2023-01-08,0,0,4,0,0,0,2
"Nepal",2023-01-08,54,0,314,0,0,0,2
"Sri Lanka",2023-01-08,0,0,0,0,0,0,2
"Thailand",2023-01-08,0,0,0,0,0,0,2
"Timor-Leste",2023-01-08,0,0,0,0,0,0,2
"All Country",2023-01-08,168,5806,332,251,2.89,132.27,2
"Bangladesh",2023-01-15,155,41664,147,20249,0.37,0.73,3
"Bhutan",2023-01-15,0,0,0,0,0,0,3
"DPR Korea",2023-01-15,0,0,0,0,0,0,3
"Maldives",2023-01-15,0,0,1,0,0,0,3
"Nepal",2023-01-15,73,0,366,0,0,0,3
"Sri Lanka",2023-01-15,0,0,0,0,0,0,3
"Thailand",2023-01-15,0,0,0,0,0,0,3
"Timor-Leste",2023-01-15,0,0,0,0,0,0,3
"All Country",2023-01-15,228,41664,514,20249,0.55,2.54,3
"Bangladesh",2023-01-22,0,0,0,0,0,0,4
"Bhutan",2023-01-22,40,5104,4,152,0.78,2.63,4
"DPR Korea",2023-01-22,0,0,0,0,0,0,4
"Maldives",2023-01-22,0,0,2,0,0,0,4
"Nepal",2023-01-22,44,0,344,0,0,0,4
"Sri Lanka",2023-01-22,0,0,0,0,0,0,4
"Thailand",2023-01-22,0,0,0,0,0,0,4
"Timor-Leste",2023-01-22,40,0,7,0,0,0,4
"All Country",2023-01-22,124,5104,357,152,2.43,234.87,4
"Bangladesh",2023-01-29,0,0,0,0,0,0,5
"Bhutan",2023-01-29,0,0,0,0,0,0,5
"DPR Korea",2023-01-29,0,0,0,0,0,0,5
"Maldives",2023-01-29,0,0,4,0,0,0,5
"Nepal",2023-01-29,79,0,352,0,0,0,5
"Sri Lanka",2023-01-29,0,0,0,0,0,0,5
"Thailand",2023-01-29,11,73,3,77,15.07,3.9,5
"Timor-Leste",2023-01-29,12,0,5,0,0,0,5
"All Country",2023-01-29,102,73,364,77,139.73,472.73,5
"Bangladesh",2023-02-05,160,47773,234,21661,0.33,1.08,6
"Bhutan",2023-02-05,0,0,0,0,0,0,6
"DPR Korea",2023-02-05,0,0,0,0,0,0,6
"Maldives",2023-02-05,0,0,2,0,0,0,6
"Nepal",2023-02-05,0,0,0,0,0,0,6
"Sri Lanka",2023-02-05,0,0,0,0,0,0,6
"Thailand",2023-02-05,15,75,10,89,20,11.24,6
"Timor-Leste",2023-02-05,36,0,15,0,0,0,6
"All Country",2023-02-05,211,47848,261,21750,0.44,1.2,6
"Bangladesh",2023-02-12,0,0,0,0,0,0,7
"Bhutan",2023-02-12,0,0,0,0,0,0,7
"DPR Korea",2023-02-12,0,0,0,0,0,0,7
"Maldives",2023-02-12,0,0,2,0,0,0,7
"Nepal",2023-02-12,0,0,0,0,0,0,7
"Sri Lanka",2023-02-12,0,0,0,0,0,0,7
"Thailand",2023-02-12,0,0,0,0,0,0,7
"Timor-Leste",2023-02-12,115,0,66,0,0,0,7
"All Country",2023-02-12,115,0,68,0,0,0,7
"Bangladesh",2023-02-19,139,46563,198,22677,0.3,0.87,8
"Bhutan",2023-02-19,0,0,0,0,0,0,8
"DPR Korea",2023-02-19,0,0,0,0,0,0,8
"Maldives",2023-02-19,0,0,1,0,0,0,8
"Nepal",2023-02-19,0,0,0,0,0,0,8
"Sri Lanka",2023-02-19,0,0,0,0,0,0,8
"Thailand",2023-02-19,0,0,0,0,0,0,8
"Timor-Leste",2023-02-19,71,0,18,0,0,0,8
"All Country",2023-02-19,210,46563,217,22677,0.45,0.96,8
"Bangladesh",2023-02-26,168,51477,278,22339,0.33,1.24,9
"Bhutan",2023-02-26,0,0,0,0,0,0,9
"DPR Korea",2023-02-26,0,0,0,0,0,0,9
"Maldives",2023-02-26,0,0,2,0,0,0,9
"Nepal",2023-02-26,0,0,0,0,0,0,9
"Sri Lanka",2023-02-26,14843,209577,276,8346,7.08,3.31,9
"Thailand",2023-02-26,0,0,0,0,0,0,9
"Timor-Leste",2023-02-26,39,0,7,0,0,0,9
"All Country",2023-02-26,15050,261054,563,30685,5.77,1.83,9
"Bangladesh",2023-03-05,157,43989,211,21675,0.36,0.97,10
"Bhutan",2023-03-05,0,0,0,0,0,0,10
"DPR Korea",2023-03-05,0,0,0,0,0,0,10
"Maldives",2023-03-05,0,0,1,0,0,0,10
"Nepal",2023-03-05,0,0,0,0,0,0,10
"Sri Lanka",2023-03-05,0,0,0,0,0,0,10
"Thailand",2023-03-05,9,67,7,76,13.43,9.21,10
"Timor-Leste",2023-03-05,0,0,0,0,0,0,10
"All Country",2023-03-05,166,44056,219,21751,0.38,1.01,10
"Bangladesh",2023-03-12,0,0,0,0,0,0,11
"Bhutan",2023-03-12,110,8184,20,229,1.34,8.73,11
"DPR Korea",2023-03-12,0,0,0,0,0,0,11
"Maldives",2023-03-12,0,0,2,0,0,0,11
"Nepal",2023-03-12,0,0,0,0,0,0,11
"Sri Lanka",2023-03-12,0,0,0,0,0,0,11
"Thailand",2023-03-12,0,0,0,0,0,0,11
"Timor-Leste",2023-03-12,56,0,8,0,0,0,11
"All Country",2023-03-12,166,8184,30,229,2.03,13.1,11
"Bangladesh",2023-03-19,0,0,0,0,0,0,12
"Bhutan",2023-03-19,117,6206,9,178,1.89,5.06,12
"DPR Korea",2023-03-19,0,0,0,0,0,0,12
"Maldives",2023-03-19,0,0,1,0,0,0,12
"Nepal",2023-03-19,0,0,0,0,0,0,12
"Sri Lanka",2023-03-19,0,0,0,0,0,0,12
"Thailand",2023-03-19,0,0,0,0,0,0,12
"Timor-Leste",2023-03-19,0,0,0,0,0,0,12
"All Country",2023-03-19,117,6206,10,178,1.89,5.62,12
"Bangladesh",2023-03-26,163,43783,220,20438,0.37,1.08,13
"Bhutan",2023-03-26,0,0,0,0,0,0,13
"DPR Korea",2023-03-26,0,0,0,0,0,0,13
"Maldives",2023-03-26,0,0,9,0,0,0,13
"Nepal",2023-03-26,0,0,0,0,0,0,13
"Sri Lanka",2023-03-26,0,0,0,0,0,0,13
"Thailand",2023-03-26,0,0,0,0,0,0,13
"Timor-Leste",2023-03-26,72,0,0,0,0,0,13
"All Country",2023-03-26,235,43783,229,20438,0.54,1.12,13
"Bangladesh",2023-04-02,0,0,0,0,0,0,14
"Bhutan",2023-04-02,0,0,0,0,0,0,14
"DPR Korea",2023-04-02,33,26607,5,5,0.12,100,14
"Maldives",2023-04-02,0,0,6,0,0,0,14
"Nepal",2023-04-02,60,0,359,0,0,0,14
"Sri Lanka",2023-04-02,0,0,0,0,0,0,14
"Thailand",2023-04-02,0,0,0,0,0,0,14
"Timor-Leste",2023-04-02,0,0,0,0,0,0,14
"All Country",2023-04-02,93,26607,370,5,0.35,7400,14
"Bangladesh",2023-04-09,0,0,0,0,0,0,15
"Bhutan",2023-04-09,176,9432,30,322,1.87,9.32,15
"DPR Korea",2023-04-09,0,0,0,0,0,0,15
"Maldives",2023-04-09,0,0,5,0,0,0,15
"Nepal",2023-04-09,59,0,286,0,0,0,15
"Sri Lanka",2023-04-09,0,0,0,0,0,0,15
"Thailand",2023-04-09,5,45,4,38,11.11,10.53,15
"Timor-Leste",2023-04-09,0,0,0,0,0,0,15
"All Country",2023-04-09,240,9477,325,360,2.53,90.28,15
"Bangladesh",2023-04-16,0,0,0,0,0,0,16
"Bhutan",2023-04-16,0,0,0,0,0,0,16
"DPR Korea",2023-04-16,0,0,0,0,0,0,16
"Maldives",2023-04-16,0,0,2,0,0,0,16
"Nepal",2023-04-16,50,0,280,0,0,0,16
"Sri Lanka",2023-04-16,0,0,0,0,0,0,16
"Thailand",2023-04-16,7,72,2,57,9.72,3.51,16
"Timor-Leste",2023-04-16,0,0,0,0,0,0,16
"All Country",2023-04-16,57,72,284,57,79.17,498.25,16
"Bangladesh",2023-04-23,0,0,0,0,0,0,17
"Bhutan",2023-04-23,0,0,0,0,0,0,17
"DPR Korea",2023-04-23,0,0,0,0,0,0,17
"Maldives",2023-04-23,0,0,1,0,0,0,17
"Nepal",2023-04-23,0,0,0,0,0,0,17
"Sri Lanka",2023-04-23,0,0,0,0,0,0,17
"Thailand",2023-04-23,5,88,4,68,5.68,5.88,17
"Timor-Leste",2023-04-23,0,0,0,0,0,0,17
"All Country",2023-04-23,5,88,5,68,5.68,7.35,17
