"Attack ID","Attack Date","Attack Time","Country / Territory","Certainty Level","Attack Type","Total Injured","Total Death","HC Facilities","HC Transport","HC Personnel","HC Supplies Assets","HC Warehouse Storage","HC Patients","HC Other","Type of Facility","Facility Other","HW Abduction","HW Arrest","HW Detention","Patient Abduction","Patient Arrest","Patient Detention"
"MMR005359","04/25/2021","Time Unknown","Myanmar","Confirmed","Obstruction to health care delivery (e.g. physical, administrative, legal etc)",0,0,"NO","NO","YES","NO","NO","NO",NA,NA,NA,0,0,0,0,0,0
"MMR005323","04/24/2021","Time Unknown","Myanmar","Confirmed","Other",0,0,"NO","NO","YES","NO","NO","NO",NA,NA,NA,0,0,0,0,0,0
"MMR005312","04/23/2021","Time Unknown","Myanmar","Confirmed","Obstruction to health care delivery (e.g. physical, administrative, legal etc)",0,0,"NO","NO","YES","NO","NO","NO",NA,NA,NA,0,0,0,0,0,0
"MMR005324","04/22/2021","Time Unknown","Myanmar","Confirmed","Other",0,0,"NO","NO","YES","NO","NO","NO",NA,NA,NA,0,0,0,0,0,0
"MMR005311","04/22/2021","Time Unknown","Myanmar","Confirmed","Abduction/Arrest/Detention of health personnel or patients",0,0,"NO","NO","YES","NO","NO","NO",NA,NA,NA,0,0,1,0,0,0
"MMR005333","04/21/2021","Time Unknown","Myanmar","Possible","Armed or violent search of health care personnel, facility or transport, Psychological violence/threat of violence/intimidation",0,0,"YES","NO","YES","NO","NO","YES",NA,"Primary",NA,0,0,0,0,0,0
"MMR005332","04/21/2021","Time Unknown","Myanmar","Possible","Obstruction to health care delivery (e.g. physical, administrative, legal etc)",0,0,"YES","NO","NO","NO","NO","NO",NA,"Primary",NA,0,0,0,0,0,0
"MMR005325","04/21/2021","Time Unknown","Myanmar","Confirmed","Other",0,0,"NO","NO","YES","NO","NO","NO",NA,NA,NA,0,0,0,0,0,0
"MMR005306","04/20/2021","20:30","Myanmar","Confirmed","Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",0,0,"YES","NO","NO","NO","NO","NO",NA,NA,NA,0,0,0,0,0,0
"MMR005326","04/20/2021","Time Unknown","Myanmar","Confirmed","Other",0,0,"NO","NO","YES","NO","NO","NO",NA,NA,NA,0,0,0,0,0,0
"MMR005304","04/20/2021","15:00","Myanmar","Confirmed","Abduction/Arrest/Detention of health personnel or patients",0,0,"NO","NO","YES","NO","NO","NO",NA,NA,NA,0,1,0,0,0,0
"MMR005305","04/20/2021","Time Unknown","Myanmar","Confirmed","Obstruction to health care delivery (e.g. physical, administrative, legal etc)",0,0,"NO","NO","YES","NO","NO","NO",NA,NA,NA,0,0,0,0,0,0
"MMR005335","04/19/2021","Time Unknown","Myanmar","Possible","Obstruction to health care delivery (e.g. physical, administrative, legal etc)",0,0,"NO","NO","YES","NO","NO","NO",NA,NA,NA,0,0,0,0,0,0
"MMR005336","04/19/2021","20:00","Myanmar","Possible","Abduction/Arrest/Detention of health personnel or patients, Armed or violent search of health care personnel, facility or transport, Obstruction to health care delivery (e.g. physical, administrative, legal etc), Removal of health care assets (e.g. transport, supplies, materials)",0,0,"YES","NO","YES","NO","NO","NO",NA,"Tertiary",NA,6,0,0,0,0,0
"MMR005327","04/19/2021","Time Unknown","Myanmar","Confirmed","Obstruction to health care delivery (e.g. physical, administrative, legal etc)",0,0,"NO","NO","YES","NO","NO","NO",NA,NA,NA,0,0,0,0,0,0
"MMR005328","04/18/2021","Time Unknown","Myanmar","Confirmed","Obstruction to health care delivery (e.g. physical, administrative, legal etc)",0,0,"NO","NO","YES","NO","NO","NO",NA,NA,NA,0,0,0,0,0,0
"MMR005301","04/18/2021","Time Unknown","Myanmar","Confirmed","Armed or violent search of health care personnel, facility or transport",0,0,"YES","NO","NO","NO","NO","NO",NA,NA,NA,0,0,0,0,0,0
"MMR005300","04/18/2021","Time Unknown","Myanmar","Confirmed","Abduction/Arrest/Detention of health personnel or patients",0,0,"YES","NO","YES","NO","NO","NO",NA,"Mobile Clinic",NA,0,4,0,0,0,0
"MMR005329","04/17/2021","19:30","Myanmar","Confirmed","Obstruction to health care delivery (e.g. physical, administrative, legal etc)",0,0,"NO","NO","YES","NO","NO","NO",NA,NA,NA,0,0,0,0,0,0
"MMR005330","04/16/2021","Time Unknown","Myanmar","Confirmed","Obstruction to health care delivery (e.g. physical, administrative, legal etc)",0,0,"NO","NO","YES","NO","NO","NO",NA,NA,NA,0,0,0,0,0,0
"MMR005331","04/15/2021","Time Unknown","Myanmar","Confirmed","Obstruction to health care delivery (e.g. physical, administrative, legal etc)",0,0,"NO","NO","YES","NO","NO","NO",NA,NA,NA,0,0,0,0,0,0
"MMR005322","04/15/2021","Time Unknown","Myanmar","Confirmed","Abduction/Arrest/Detention of health personnel or patients, Assault (without weapons), Obstruction to health care delivery (e.g. physical, administrative, legal etc)",0,0,"NO","NO","NO","NO","NO","YES",NA,NA,NA,0,0,0,0,1,0
"MMR005318","04/15/2021","09:00","Myanmar","Confirmed","Abduction/Arrest/Detention of health personnel or patients, Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",0,0,"NO","NO","YES","NO","NO","NO",NA,NA,NA,0,20,0,0,0,0
"MMR005338","04/14/2021","21:30","Myanmar","Possible","Abduction/Arrest/Detention of health personnel or patients, Assault (without weapons), Obstruction to health care delivery (e.g. physical, administrative, legal etc)",0,0,"NO","YES","YES","NO","NO","YES",NA,NA,NA,0,2,0,0,1,0
"MMR005321","04/14/2021","Time Unknown","Myanmar","Possible","Other",0,0,"NO","NO","YES","NO","NO","NO",NA,NA,NA,0,0,0,0,0,0
"MMR005315","04/14/2021","12:00-18:00","Myanmar","Confirmed","Abduction/Arrest/Detention of health personnel or patients",0,0,"NO","NO","YES","NO","NO","NO",NA,NA,NA,0,1,0,0,0,0
"MMR005313","04/14/2021","Time Unknown","Myanmar","Confirmed","Other",0,0,"NO","NO","YES","NO","NO","NO",NA,NA,NA,0,0,0,0,0,0
"MMR005310","04/14/2021","Time Unknown","Myanmar","Confirmed","Abduction/Arrest/Detention of health personnel or patients",0,0,"NO","NO","YES","NO","NO","NO",NA,NA,NA,0,1,0,0,0,0
"MMR005289","04/14/2021","Time Unknown","Myanmar","Probable","Armed or violent search of health care personnel, facility or transport, Psychological violence/threat of violence/intimidation",0,0,"YES","NO","YES","NO","NO","NO",NA,NA,NA,0,0,0,0,0,0
"MMR005314","04/13/2021","Time Unknown","Myanmar","Confirmed","Obstruction to health care delivery (e.g. physical, administrative, legal etc)",1,0,"NO","YES","NO","NO","NO","NO",NA,NA,NA,0,0,0,0,0,0
"MMR005302","04/13/2021","Time Unknown","Myanmar","Confirmed","Obstruction to health care delivery (e.g. physical, administrative, legal etc)",0,0,"NO","NO","YES","NO","NO","NO",NA,NA,NA,0,0,0,0,0,0
"MMR005272","04/12/2021","06:00-12:00","Myanmar","Confirmed","Armed or violent search of health care personnel, facility or transport, Assault (without weapons), Psychological violence/threat of violence/intimidation",2,0,"YES","NO","YES","NO","NO","NO",NA,NA,NA,0,0,0,0,0,0
"MMR005391","04/12/2021","Time Unknown","Myanmar","Possible","Abduction/Arrest/Detention of health personnel or patients",0,0,"NO","NO","YES","NO","NO","NO",NA,"Tertiary",NA,1,0,0,0,0,0
"MMR005337","04/11/2021","Time Unknown","Myanmar","Possible","Abduction/Arrest/Detention of health personnel or patients, Armed or violent search of health care personnel, facility or transport, Militarization of a health care asset, Obstruction to health care delivery (e.g. physical, administrative, legal etc), Psychological violence/threat of violence/intimidation",0,0,"NO","YES","YES","NO","NO","YES",NA,NA,NA,6,0,0,0,0,0
"MMR005390","04/11/2021","08:45","Myanmar","Possible","Abduction/Arrest/Detention of health personnel or patients",0,0,"NO","NO","YES","NO","NO","NO",NA,NA,NA,2,0,0,0,0,0
"MMR005389","04/10/2021","Time Unknown","Myanmar","Possible","Armed or violent search of health care personnel, facility or transport, Psychological violence/threat of violence/intimidation",0,0,"NO","NO","YES","NO","NO","NO",NA,NA,NA,0,0,0,0,0,0
"MMR005387","04/09/2021","Time Unknown","Myanmar","Possible","Obstruction to health care delivery (e.g. physical, administrative, legal etc)",0,0,"NO","YES","NO","NO","NO","NO",NA,NA,NA,0,0,0,0,0,0
"MMR005386","04/09/2021","Time Unknown","Myanmar","Possible","Obstruction to health care delivery (e.g. physical, administrative, legal etc)",0,0,"NO","YES","NO","NO","NO","NO",NA,NA,NA,0,0,0,0,0,0
"MMR005385","04/09/2021","Time Unknown","Myanmar","Possible","Abduction/Arrest/Detention of health personnel or patients, Obstruction to health care delivery (e.g. physical, administrative, legal etc)",0,0,"NO","YES","YES","NO","NO","YES",NA,NA,NA,4,0,0,0,0,0
"MMR005388","04/09/2021","06:50","Myanmar","Possible","Abduction/Arrest/Detention of health personnel or patients",0,0,"NO","NO","YES","NO","NO","NO",NA,NA,NA,2,0,0,0,0,0
"MMR005384","04/08/2021","Time Unknown","Myanmar","Probable","Abduction/Arrest/Detention of health personnel or patients",0,0,"YES","NO","YES","NO","NO","NO",NA,"Primary",NA,1,0,0,0,0,0
"MMR005320","04/07/2021","12:00-18:00","Myanmar","Possible","Abduction/Arrest/Detention of health personnel or patients",0,0,"NO","NO","YES","NO","NO","NO",NA,NA,NA,0,1,0,0,0,0
"MMR005346","04/07/2021","06:00-12:00","Myanmar","Possible","Abduction/Arrest/Detention of health personnel or patients, Armed or violent search of health care personnel, facility or transport, Removal of health care assets (e.g. transport, supplies, materials)",0,0,"NO","YES","YES","NO","NO","NO",NA,NA,NA,1,0,0,0,0,0
"MMR005204","04/07/2021","16:15","Myanmar","Probable","Abduction/Arrest/Detention of health personnel or patients",0,0,"NO","NO","YES","NO","NO","NO",NA,"Primary",NA,0,1,0,0,0,0
"MMR005203","04/07/2021","Time Unknown","Myanmar","Possible","Obstruction to health care delivery (e.g. physical, administrative, legal etc)",0,0,"NO","NO","YES","NO","NO","NO",NA,NA,NA,0,0,0,0,0,0
"MMR005345","04/07/2021","Time Unknown","Myanmar","Possible","Obstruction to health care delivery (e.g. physical, administrative, legal etc)",0,0,"NO","NO","NO","NO","NO","NO","Pressured to Civil Disobedience Movement's health workers",NA,NA,0,0,0,0,0,0
"MMR005344","04/07/2021","Time Unknown","Myanmar","Possible","Armed or violent search of health care personnel, facility or transport",0,0,"YES","NO","NO","NO","NO","NO",NA,NA,NA,0,0,0,0,0,0
"MMR005340","04/06/2021","Time Unknown","Myanmar","Possible","Abduction/Arrest/Detention of health personnel or patients, Obstruction to health care delivery (e.g. physical, administrative, legal etc)",0,0,"NO","NO","YES","NO","NO","NO",NA,NA,NA,4,0,0,0,0,0
"MMR005339","04/06/2021","05:00","Myanmar","Possible","Abduction/Arrest/Detention of health personnel or patients, Psychological violence/threat of violence/intimidation, Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",0,0,"NO","NO","YES","NO","NO","NO",NA,NA,NA,4,0,0,0,0,0
"MMR005201","04/05/2021","Time Unknown","Myanmar","Probable","Militarization of a health care asset, Removal of health care assets (e.g. transport, supplies, materials)",0,0,"YES","NO","NO","NO","NO","NO",NA,"Other","COVID-19 screening check points",0,0,0,0,0,0
"MMR005200","04/05/2021","Time Unknown","Myanmar","Possible","Abduction/Arrest/Detention of health personnel or patients, Armed or violent search of health care personnel, facility or transport, Psychological violence/threat of violence/intimidation, Removal of health care assets (e.g. transport, supplies, materials)",0,0,"YES","NO","YES","YES","NO","NO",NA,"Primary",NA,0,9,0,0,0,0
"MMR005290","04/04/2021","Time Unknown","Myanmar","Probable","Abduction/Arrest/Detention of health personnel or patients",0,0,"NO","NO","YES","NO","NO","NO",NA,"Mobile Clinic",NA,0,9,0,0,0,0
"MMR005193","04/03/2021","Time Unknown","Myanmar","Possible","Abduction/Arrest/Detention of health personnel or patients",0,0,"NO","NO","YES","NO","NO","NO",NA,NA,NA,1,0,0,0,0,0
"MMR005197","04/03/2021","18:00-00:00","Myanmar","Possible","Abduction/Arrest/Detention of health personnel or patients, Armed or violent search of health care personnel, facility or transport, Assault (without weapons), Psychological violence/threat of violence/intimidation",0,0,"NO","NO","YES","NO","NO","NO",NA,NA,NA,1,0,0,0,0,0
"MMR005196","04/03/2021","18:00-00:00","Myanmar","Confirmed","Psychological violence/threat of violence/intimidation, Setting fire",0,0,"NO","NO","YES","NO","NO","NO","Leader of civil disobedient movement (Minister of Health, Committee Representing Pyithu Hluttaw)",NA,NA,0,0,0,0,0,0
"MMR005192","04/03/2021","11:00","Myanmar","Probable","Abduction/Arrest/Detention of health personnel or patients",0,0,"NO","NO","YES","NO","NO","NO",NA,NA,NA,1,0,0,0,0,0
"MMR005191","04/03/2021","04:30","Myanmar","Probable","Abduction/Arrest/Detention of health personnel or patients",0,0,"NO","NO","YES","NO","NO","NO",NA,NA,NA,1,0,0,0,0,0
"MMR005194","04/02/2021","12:00-18:00","Myanmar","Possible","Abduction/Arrest/Detention of health personnel or patients, Obstruction to health care delivery (e.g. physical, administrative, legal etc), Psychological violence/threat of violence/intimidation",0,0,"NO","NO","YES","NO","NO","NO",NA,NA,NA,0,0,1,0,0,0
"MMR005177","03/30/2021","06:00-12:00","Myanmar","Possible","Armed or violent search of health care personnel, facility or transport, Obstruction to health care delivery (e.g. physical, administrative, legal etc), Psychological violence/threat of violence/intimidation, Removal of health care assets (e.g. transport, supplies, materials)",0,0,"YES","NO","NO","YES","NO","NO",NA,NA,NA,0,0,0,0,0,0
"MMR005190","03/30/2021","18:00-00:00","Myanmar","Possible","Abduction/Arrest/Detention of health personnel or patients",0,0,"NO","NO","YES","NO","NO","NO",NA,NA,NA,0,4,0,0,0,0
"MMR005181","03/30/2021","Time Unknown","Myanmar","Confirmed","Abduction/Arrest/Detention of health personnel or patients, Obstruction to health care delivery (e.g. physical, administrative, legal etc), Psychological violence/threat of violence/intimidation, Removal of health care assets (e.g. transport, supplies, materials)",0,0,"NO","YES","YES","YES","NO","NO",NA,"Primary",NA,0,4,0,0,0,0
"MMR005175","03/29/2021","21:00","Myanmar","Possible","Obstruction to health care delivery (e.g. physical, administrative, legal etc), Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars), Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",24,0,"NO","YES","NO","NO","NO","YES",NA,NA,NA,0,0,0,0,0,0
"MMR005174","03/28/2021","Time Unknown","Myanmar","Possible","Obstruction to health care delivery (e.g. physical, administrative, legal etc)",0,0,"NO","YES","NO","NO","NO","YES",NA,NA,NA,0,0,0,0,0,0
"MMR005173","03/28/2021","Time Unknown","Myanmar","Possible","Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",0,1,"NO","NO","YES","NO","NO","NO",NA,NA,NA,0,0,0,0,0,0
"MMR005154","03/28/2021","12:55","Myanmar","Confirmed","Obstruction to health care delivery (e.g. physical, administrative, legal etc), Psychological violence/threat of violence/intimidation, Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",1,0,"YES","NO","YES","NO","NO","YES",NA,"Tertiary",NA,0,0,0,0,0,0
"MMR005172","03/27/2021","Time Unknown","Myanmar","Possible","Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",0,1,"NO","NO","YES","NO","NO","NO",NA,NA,NA,0,0,0,0,0,0
"MMR005148","03/27/2021","Time Unknown","Myanmar","Possible","Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",0,1,"NO","NO","YES","NO","NO","NO",NA,NA,NA,0,0,0,0,0,0
"MMR005170","03/27/2021","Time Unknown","Myanmar","Possible","Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",0,1,"NO","NO","YES","NO","NO","NO",NA,NA,NA,0,0,0,0,0,0
"MMR005157","03/27/2021","Time Unknown","Myanmar","Possible","Abduction/Arrest/Detention of health personnel or patients",0,0,"NO","NO","YES","NO","NO","NO",NA,NA,NA,0,1,0,0,0,0
"MMR005142","03/26/2021","Time Unknown","Myanmar","Confirmed","Psychological violence/threat of violence/intimidation, Removal of health care assets (e.g. transport, supplies, materials)",0,0,"YES","NO","NO","YES","NO","NO",NA,"Tertiary",NA,0,0,0,0,0,0
"MMR005140","03/26/2021","12:00-18:00","Myanmar","Possible","Armed or violent search of health care personnel, facility or transport, Psychological violence/threat of violence/intimidation, Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",10,4,"NO","YES","NO","NO","NO","NO",NA,NA,NA,0,0,0,0,0,0
"MMR005156","03/26/2021","09:30","Myanmar","Probable","Abduction/Arrest/Detention of health personnel or patients",0,0,"NO","NO","NO","NO","NO","YES",NA,NA,NA,0,0,0,0,4,0
"MMR005139","03/25/2021","21:50","Myanmar","Probable","Abduction/Arrest/Detention of health personnel or patients, Armed or violent search of health care personnel, facility or transport",0,0,"YES","NO","NO","NO","NO","YES",NA,"Tertiary",NA,0,0,0,0,0,0
"MMR005264","03/25/2021","Time Unknown","Myanmar","Confirmed","Militarization of a health care asset, Psychological violence/threat of violence/intimidation",0,0,"YES","NO","NO","NO","NO","YES",NA,"Primary",NA,0,0,0,0,0,0
"MMR005187","03/25/2021","11:00","Myanmar","Confirmed","Armed or violent search of health care personnel, facility or transport, Psychological violence/threat of violence/intimidation",0,0,"YES","NO","YES","NO","NO","NO",NA,"Primary",NA,0,0,0,0,0,0
"MMR005138","03/24/2021","20:20","Myanmar","Probable","Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",5,1,"NO","YES","YES","NO","NO","YES","Red Cross volunteers",NA,NA,0,0,0,0,0,0
"MMR005186","03/24/2021","Time Unknown","Myanmar","Confirmed","Abduction/Arrest/Detention of health personnel or patients, Armed or violent search of health care personnel, facility or transport, Psychological violence/threat of violence/intimidation",0,0,"YES","NO","YES","NO","NO","NO","the office which manages health operations","Other","the office",0,1,0,0,0,0
"MMR005158","03/24/2021","Time Unknown","Myanmar","Possible","Psychological violence/threat of violence/intimidation",0,0,"NO","NO","YES","NO","NO","NO",NA,NA,NA,0,0,0,0,0,0
"MMR005119","03/22/2021","Time Unknown","Myanmar","Confirmed","Other",0,0,"YES","NO","NO","NO","NO","NO",NA,"Other","University of Medicine 1",0,0,0,0,0,0
"MMR005179","03/22/2021","Time Unknown","Myanmar","Probable","Psychological violence/threat of violence/intimidation",0,0,"NO","NO","YES","NO","NO","NO",NA,NA,NA,0,0,0,0,0,0
"MMR005150","03/21/2021","Time Unknown","Myanmar","Possible","Psychological violence/threat of violence/intimidation",0,0,"NO","NO","YES","NO","NO","NO",NA,NA,NA,0,0,0,0,0,0
"MMR005114","03/21/2021","08:00","Myanmar","Possible","Abduction/Arrest/Detention of health personnel or patients",0,0,"NO","Unknown","YES","Unknown","Unknown","NO",NA,NA,NA,0,3,0,0,0,0
"MMR005117","03/18/2021","20:15","Myanmar","Confirmed","Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",0,0,"YES","NO","NO","NO","NO","YES",NA,"Secondary",NA,0,0,0,0,0,0
"MMR005122","03/18/2021","Time Unknown","Myanmar","Confirmed","Other",0,0,"NO","NO","NO","NO","NO","NO","University of Medicine","Other","University of Medicine",0,0,0,0,0,0
"MMR005155","03/18/2021","18:00-00:00","Myanmar","Possible","Armed or violent search of health care personnel, facility or transport, Psychological violence/threat of violence/intimidation",0,0,"YES","NO","NO","NO","NO","YES",NA,NA,NA,0,0,0,0,0,0
"MMR005161","03/17/2021","Time Unknown","Myanmar","Probable","Abduction/Arrest/Detention of health personnel or patients, Obstruction to health care delivery (e.g. physical, administrative, legal etc), Psychological violence/threat of violence/intimidation",0,0,"YES","YES","YES","NO","NO","NO",NA,"Other","place(s) of injury treatment",0,0,3,0,0,0
"MMR005125","03/16/2021","18:00-00:00","Myanmar","Confirmed","Removal of health care assets (e.g. transport, supplies, materials), Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",0,0,"NO","YES","NO","NO","NO","NO",NA,"Other","Ambulance",0,0,0,0,0,0
"MMR005120","03/14/2021","18:00-00:00","Myanmar","Confirmed","Armed or violent search of health care personnel, facility or transport, Psychological violence/threat of violence/intimidation, Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",0,0,"YES","YES","YES","NO","NO","YES",NA,"Secondary",NA,0,0,0,0,0,0
"MMR005145","03/14/2021","Time Unknown","Myanmar","Confirmed","Obstruction to health care delivery (e.g. physical, administrative, legal etc), Psychological violence/threat of violence/intimidation",0,0,"NO","YES","YES","NO","NO","YES",NA,NA,NA,0,0,0,0,0,0
"MMR005093","03/13/2021","Time Unknown","Myanmar","Possible","Abduction/Arrest/Detention of health personnel or patients, Assault (without weapons)",0,0,"NO","NO","YES","NO","NO","NO",NA,NA,NA,0,1,0,0,0,0
"MMR005144","03/13/2021","Time Unknown","Myanmar","Possible","Obstruction to health care delivery (e.g. physical, administrative, legal etc), Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",1,0,"NO","YES","NO","NO","NO","YES",NA,NA,NA,0,0,0,0,0,0
"MMR005263","03/12/2021","Time Unknown","Myanmar","Possible","Militarization of a health care asset, Psychological violence/threat of violence/intimidation",0,0,"YES","NO","NO","NO","NO","YES",NA,"Primary",NA,0,0,0,0,0,0
"MMR005262","03/12/2021","Time Unknown","Myanmar","Possible","Militarization of a health care asset, Psychological violence/threat of violence/intimidation",0,0,"YES","NO","NO","NO","NO","YES",NA,"Primary",NA,0,0,0,0,0,0
"MMR005261","03/12/2021","Time Unknown","Myanmar","Possible","Psychological violence/threat of violence/intimidation",0,0,"YES","NO","NO","NO","NO","YES",NA,"Primary",NA,0,0,0,0,0,0
"MMR005164","03/12/2021","10:35","Myanmar","Possible","Obstruction to health care delivery (e.g. physical, administrative, legal etc)",1,0,"NO","NO","NO","NO","NO","YES",NA,NA,NA,0,0,0,0,0,0
"MMR005163","03/12/2021","Time Unknown","Myanmar","Possible","Obstruction to health care delivery (e.g. physical, administrative, legal etc), Psychological violence/threat of violence/intimidation",0,0,"YES","NO","YES","NO","NO","YES",NA,"Primary",NA,0,0,0,0,0,0
"MMR005146","03/11/2021","Time Unknown","Myanmar","Possible","Obstruction to health care delivery (e.g. physical, administrative, legal etc), Psychological violence/threat of violence/intimidation",1,0,"NO","YES","YES","NO","NO","YES",NA,NA,NA,0,0,0,0,0,0
"MMR005110","03/10/2021","18:00-00:00","Myanmar","Possible","Abduction/Arrest/Detention of health personnel or patients, Obstruction to health care delivery (e.g. physical, administrative, legal etc)",0,0,"NO","YES","YES","NO","NO","NO",NA,"Other",NA,0,2,0,0,0,0
"MMR005260","03/09/2021","Time Unknown","Myanmar","Possible","Psychological violence/threat of violence/intimidation",0,0,"YES","NO","NO","NO","NO","YES",NA,"Primary",NA,0,0,0,0,0,0
"MMR005243","03/09/2021","14:55","Myanmar","Confirmed","Militarization of a health care asset, Psychological violence/threat of violence/intimidation",0,0,"YES","NO","NO","NO","NO","YES",NA,"Primary",NA,0,0,0,0,0,0
"MMR005089","03/09/2021","12:00-18:00","Myanmar","Confirmed","Abduction/Arrest/Detention of health personnel or patients",0,0,"NO","NO","YES","NO","NO","NO",NA,NA,NA,0,1,0,0,0,0
"MMR005259","03/08/2021","Time Unknown","Myanmar","Confirmed","Militarization of a health care asset, Psychological violence/threat of violence/intimidation",0,0,"YES","NO","NO","NO","NO","YES",NA,"Primary",NA,0,0,0,0,0,0
"MMR005258","03/08/2021","Time Unknown","Myanmar","Confirmed","Militarization of a health care asset, Psychological violence/threat of violence/intimidation",0,0,"YES","NO","NO","NO","NO","YES",NA,"Primary",NA,0,0,0,0,0,0
"MMR005257","03/08/2021","Time Unknown","Myanmar","Confirmed","Militarization of a health care asset, Psychological violence/threat of violence/intimidation",0,0,"YES","NO","NO","NO","NO","YES",NA,"Primary",NA,0,0,0,0,0,0
"MMR005253","03/08/2021","Time Unknown","Myanmar","Confirmed","Militarization of a health care asset, Psychological violence/threat of violence/intimidation",0,0,"YES","NO","NO","NO","NO","YES",NA,"Primary",NA,0,0,0,0,0,0
"MMR005254","03/08/2021","Time Unknown","Myanmar","Confirmed","Militarization of a health care asset, Psychological violence/threat of violence/intimidation",0,0,"YES","NO","NO","NO","NO","YES",NA,"Primary",NA,0,0,0,0,0,0
"MMR005255","03/08/2021","Time Unknown","Myanmar","Confirmed","Militarization of a health care asset, Psychological violence/threat of violence/intimidation",0,0,"YES","NO","NO","NO","NO","YES",NA,"Primary",NA,0,0,0,0,0,0
"MMR005250","03/08/2021","Time Unknown","Myanmar","Confirmed","Militarization of a health care asset, Psychological violence/threat of violence/intimidation",0,0,"YES","NO","NO","NO","NO","YES",NA,"Primary",NA,0,0,0,0,0,0
"MMR005251","03/08/2021","Time Unknown","Myanmar","Confirmed","Militarization of a health care asset, Psychological violence/threat of violence/intimidation",0,0,"YES","NO","NO","NO","NO","YES",NA,"Primary",NA,0,0,0,0,0,0
"MMR005252","03/08/2021","Time Unknown","Myanmar","Confirmed","Militarization of a health care asset, Psychological violence/threat of violence/intimidation",0,0,"YES","NO","NO","NO","NO","YES",NA,"Primary",NA,0,0,0,0,0,0
"MMR005249","03/08/2021","Time Unknown","Myanmar","Confirmed","Militarization of a health care asset, Psychological violence/threat of violence/intimidation",0,0,"YES","NO","NO","NO","NO","YES",NA,"Primary",NA,0,0,0,0,0,0
"MMR005248","03/08/2021","Time Unknown","Myanmar","Confirmed","Militarization of a health care asset, Psychological violence/threat of violence/intimidation",0,0,"YES","NO","NO","NO","NO","YES",NA,"Primary",NA,0,0,0,0,0,0
"MMR005247","03/08/2021","Time Unknown","Myanmar","Confirmed","Militarization of a health care asset, Psychological violence/threat of violence/intimidation",0,0,"YES","NO","NO","NO","NO","YES",NA,"Primary",NA,0,0,0,0,0,0
"MMR005246","03/08/2021","Time Unknown","Myanmar","Confirmed","Militarization of a health care asset, Psychological violence/threat of violence/intimidation",0,0,"YES","NO","NO","NO","NO","YES",NA,"Primary",NA,0,0,0,0,0,0
"MMR005245","03/08/2021","Time Unknown","Myanmar","Confirmed","Militarization of a health care asset, Psychological violence/threat of violence/intimidation",0,0,"YES","NO","NO","NO","NO","YES",NA,"Primary",NA,0,0,0,0,0,0
"MMR005244","03/08/2021","Time Unknown","Myanmar","Confirmed","Militarization of a health care asset, Psychological violence/threat of violence/intimidation",0,0,"YES","NO","NO","NO","NO","YES",NA,"Primary",NA,0,0,0,0,0,0
"MMR005242","03/08/2021","Time Unknown","Myanmar","Confirmed","Militarization of a health care asset, Psychological violence/threat of violence/intimidation",0,0,"YES","NO","NO","NO","NO","YES",NA,"Primary",NA,0,0,0,0,0,0
"MMR005240","03/08/2021","Time Unknown","Myanmar","Possible","Psychological violence/threat of violence/intimidation",0,0,"YES","NO","NO","NO","NO","YES",NA,"Primary",NA,0,0,0,0,0,0
"MMR005241","03/08/2021","Time Unknown","Myanmar","Possible","Militarization of a health care asset, Psychological violence/threat of violence/intimidation",0,0,"YES","NO","NO","NO","NO","YES",NA,"Primary",NA,0,0,0,0,0,0
"MMR005239","03/08/2021","Time Unknown","Myanmar","Possible","Psychological violence/threat of violence/intimidation",0,0,"YES","NO","NO","NO","NO","YES",NA,"Primary",NA,0,0,0,0,0,0
"MMR005238","03/08/2021","Time Unknown","Myanmar","Probable","Psychological violence/threat of violence/intimidation",0,0,"YES","NO","NO","NO","NO","YES",NA,"Primary",NA,0,0,0,0,0,0
"MMR005236","03/08/2021","Time Unknown","Myanmar","Possible","Psychological violence/threat of violence/intimidation",0,0,"YES","NO","NO","NO","NO","YES",NA,"Primary",NA,0,0,0,0,0,0
